# corpus-twin-fold-latest — Sound Arc IV r11 · stamp 20260727.232702
# Law: latest-wins across T1–T7 shelves; columns: witness\tverdict\tvia_shelf\trest…
# Not a fresh twin run — a fold of measured shelves for the saga pane.
inference_scribble_tally_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_tally_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
kumara_seed.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lane_kvm_onpath_host.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
lane_kvm_refuse.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap1.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap10.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap11.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap12.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap13.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap14.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap15.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap16.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap17.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap18.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap19.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap2.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap20.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap21.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap22.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap23.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap24.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap25.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap26.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap27.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap28.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap29.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap3.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
